Subject,Start Date,End Date,All day event,Description,Location
"Ari Marcopoulos 'Against the Current' opens",6/17/2023,6/17/2023,true,"Admission 0 yen","1F Terrada Art Complex Ⅱ\, 1-32-8 Higashi-Shinagawa\, Shinagawa-ku\, Tokyo 140-0002"
"Izumi Okuyama + Toshikage Yoshida 'House of. II' opens",6/17/2023,6/17/2023,true,"Admission 0 yen","1-6-7 Yakumo\, Meguro-ku\, Tokyo 152-0023"
"Kentaro Okawara 'Be the One Tokyo' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","4-26-14 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Miyuki Yokomizo 'Invisibility' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","Ginza Six 6F\, 6-10-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Hyottoko Suzuki 'Acchi and Release' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","3F Roppongi Hills Mori Tower\, 6-10-1 Roppongi\, Minato-ku\, Tokyo 106-6155"
"Gekoru Exhibition opens",6/24/2023,6/24/2023,true,"Admission 0 yen","1F\, 2-15-15 Midori\, Sumida-ku\, Tokyo 130-0021"
"Kohei Nawa + Bruno Botella 'Rolling the Grey Muds of Dream' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","20-1 Okazaki Minamigosho-cho\, Sakyo-ku\, Kyoto-shi\, Kyoto 606-8334"
"Nanae Mitobe 'Black Face\, White Face' opens",6/11/2023,6/11/2023,true,"Admission 0 yen","MACRO Bidg.\, 5-24 Iwaoshimachi\, Takasaki-shi\, Gunma 370-0044"
"Yumeji Takehisa and Taisho Romance opens",6/11/2023,6/11/2023,true,"Admission Adults ¥500\, High School and Junior High School Students ¥300\, Elementary School Students ¥200. Special Exhibition Fees may be charged separately. yen","166\, Hamacho\, Naka-ku\, Hamamatsu-shi\, Shizuoka 430-0942"
"Nanako Ono Exhibition opens",6/10/2023,6/10/2023,true,"Admission 0 yen","Ginza Six 6F\, 6-10-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Yuuki Sori Exhibition opens",6/10/2023,6/10/2023,true,"Admission 0 yen","Ginza Six 6F\, 6-10-1 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Motoaki Kano and the Masterpieces of Daianzenji Temple opens",6/8/2023,6/8/2023,true,"Admission Adults ¥220; Junior High School Students and Under\, Seniors 70 & Over\, Persons with Disability Certificates + Companions free. Special Exhibition Fees may be charged separately. yen","3-12-1 Houei\, Fukui-shi\, Fukui 910-0004 "
"Chiba City Museum of Art Collection Exhibition opens",6/6/2023,6/6/2023,true,"Admission null yen","3-10-8 Chuo\, Chuo-ku\, Chiba-shi\, Chiba 260-0013"
"Ryosuke Hara Exhibition opens",6/4/2023,6/4/2023,true,"Admission 0 yen","1F\, 4-12-4 Honcho\, Kokubunji-shi\, Tokyo 185-0012"
"Kaoru Arima 'Faust in Marienbad by White Dwarf' opens",6/3/2023,6/3/2023,true,"Admission 0 yen","1F\, 3-27-6 Kita-Otsuka\, Toshima-ku\, Tokyo 170-0004"
"The Ocean -The Origin of Life opens",7/15/2023,7/15/2023,true,"Admission Adults and University Students ¥630; High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees may be charged separately. yen","7-20 Ueno-koen\, Taito-ku\, Tokyo 110-8718"
"Soichi Yamaguchi 'Revealing the Birth of Images' opens",6/24/2023,6/24/2023,true,"Admission 0 yen","1F Ark Hills Front Tower\, 2-23-1 Akasaka\, Minato-ku\, Tokyo 107-0052"
"Erika Naka 'What are we ______ for?' opens",6/10/2023,6/10/2023,true,"Admission 0 yen","3F Wave Bldg.\, 3-20-9 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Secret  opens",6/10/2023,6/10/2023,true,"Admission 0 yen","4F Daini Chuo Bldg.\, 3-8-6 Nihombashi\, Chuo-ku\, Tokyo 103-0027"
"33rd Q Ei Exhibitionー Yuasa Collection opens",6/2/2023,6/2/2023,true,"Admission 0 yen","Las Casas\, 5-4-1 Honkomagome\, Bunkyo-ku\, Tokyo 113-0021"
"Peter Sís: Labyrinths and Dreams opens",6/30/2023,6/30/2023,true,"Admission null yen","2F View Tower Hachiouji\, 8-1 Youkamachi\, Hachioji-shi\, Tokyo 192-0071"
"Blue in Oriental World opens",6/27/2023,6/27/2023,true,"Admission Adults ¥310\, University and High School Students ¥210\, Junior High and Elementary School Students ¥100. Special Exhibition Fees may be charged separately. yen","9-31 Tenjincho\, Kita-ku\, Okayama-shi\, Okayama 700-0814"
"Ryu Takeda 'Drawings' opens",6/8/2023,6/8/2023,true,"Admission 0 yen","101 New Heghits\, 5-2-18 Nishiogu\, Arakawa-ku\, Tokyo 116-0011"
"Satoshi Hori 'Sweet Eyes' opens",6/14/2023,6/14/2023,true,"Admission 0 yen","2F KI Bldg.\, 1-7-10 Higashikanda\, Chiyoda-ku\, Tokyo 101-0031"
"Yasuo Kiyonaga 'Hana' opens",6/6/2023,6/6/2023,true,"Admission 0 yen","374-2 Horiike-cho\, Higashiyama-ku\, Kyoto-shi\, Kyoto 605-0038"
"Cobird 'Mugshot' opens",6/17/2023,6/17/2023,true,"Admission null yen","B1F\, 1-3-2 Chuou-cho\, Meguro-ku Tokyo 152-0001"
"Kei Sakawaki 'Individuality of Temporary Moments' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","1F\, 3-4-6 Higashiazabu\, Minato-ku\, Tokyo 106-0044"
"Chikako Odawara Exhibition opens",6/15/2023,6/15/2023,true,"Admission 0 yen","3F Abe Bldg. 5-5-9 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Soichiro Yamaguchi 'New Nature' opens",6/17/2023,6/17/2023,true,"Admission Adults and University Students ¥500; High School Students ¥500; Junior High and Elementary School Students ¥300; Seniors 75 & Over\, Persons with Disability Certificates + 1 Companion free. yen","441 Toyosawa\, Nagi-cho\, Katsuta-gun\, Okayama 708-1323"
"Aya Hoshina 'Rain' opens",6/19/2023,6/19/2023,true,"Admission 0 yen","1F Hayakawa Bldg.\, 3-4-11 Minamiaoyama\, Minato-ku\, Tokyo 107-0062"
"Makoto Iga 'Living Inorganic' opens",6/10/2023,6/10/2023,true,"Admission 0 yen","1F Rakudoan\, 2-16-8 Kanda Tsukasamachi\, Chiyoda-ku\, Tokyo 101-0048"
"Lonely Left Eye opens",6/21/2023,6/21/2023,true,"Admission null yen","1-17-3 Azamino-minami\, Aoba-ku\, Yokohama\, Kanagawa 225-0012"
"Yuki Tsukiyama 'Exhibition 2023' opens",6/30/2023,6/30/2023,true,"Admission 0 yen","2F Yamazaki Bldg.\, 1-19-27 Minami Horie\, Nishi-ku\, Osaka-shi\, Osaka 550-0015"
"Sohei Nishino 'Short Stories: Beppu' opens",6/29/2023,6/29/2023,true,"Admission 0 yen","4-21-5 Inokashira\, Mitaka-shi\, Tokyo 181-0001"
"Masashi Asada 'Canon Colors' opens",6/24/2023,6/24/2023,true,"Admission 0 yen","1F Canon S Tower\, 2-16-6 Konan\, Minato-ku\, Tokyo 108-8011"
"Masashi Asada 'Canon Colors' opens",7/7/2023,7/7/2023,true,"Admission 0 yen","3-9-7 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Hideaki Maejima Exhibition opens",6/29/2023,6/29/2023,true,"Admission Adults ¥1000\, High School Students ¥700\, Elementary and Junior High School Students ¥500. yen","614 Totari\, Ito-shi\, Shizuoka 414-0052"
"Tetsuya Ito 'Summer Mountain Hymn - Southern Alps Singing' opens",6/28/2023,6/28/2023,true,"Admission 0 yen","4F Root Ginza Bldg.\, 3-11-14 Ginza\, Chuo-ku\, Tokyo 104-0061"
"What is this? Archeology opens",6/28/2023,6/28/2023,true,"Admission Adults ¥600; University and High School Students ¥400; Junior High School Students and Under\, Seniors 65 & Over residing in Osaka City\, Persons with Disability Certificates + 1 Companion free. yen","4-1-32 Otemae\, Chuo-ku\, Osaka-shi\, Osaka 540-0008"
"Nowhere 'Where Do We Come From' opens",6/28/2023,6/28/2023,true,"Admission undefined yen","10F Yurakucho Bldg.\, 1-10-1 Yurakucho\, Chiyoda-ku\, Tokyo 100-0006"
"New Mutation #5 Aya Kurashiki + Ryo Nishimura 'Trans-communicating' opens",6/24/2023,6/24/2023,true,"Admission null yen","546-2 Yamabushiyama-cho\, Nakagyo-ku\, Kyoto-shi\, Kyoto 604-8156"
"Ichasu 'Mixim' opens",6/28/2023,6/28/2023,true,"Admission 0 yen","1-4-1 Nihombashi Muromachi\, Chuo-ku\, Tokyo 103-8001 "
"Shin Hamada + Ryoya Arakawa 'Binocular Cyclops / This is What It Was. It Was Also What It Could Be.' opens",6/27/2023,6/27/2023,true,"Admission 0 yen","2C Kari Mansion\, 5-36-6 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Cameras - Twelve Questions opens",6/27/2023,6/27/2023,true,"Admission Adults ¥300\, Junior High School Students and Under free. yen","B1F JCII Ichibancho Bldg.\, 25 Ichiban-cho\, Chiyoda-ku\, Tokyo 102-0082"
"Street Photography Showcase Vol. 2 opens",6/27/2023,6/27/2023,true,"Admission 0 yen","4F Fujishoji Bldg.\, 1-11-3 Dogenzaka\, Shibuya-ku\, Tokyo 153-0043"
"Gifu Western-style Painting History\, Heisei/Showa Era Edition opens",6/27/2023,6/27/2023,true,"Admission Adults ¥340; University Students ¥220; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4-1-22 Usa\, Gifu-shi\, Gifu 500-8368"
"Naoto Kinoshita 'Structure #4' opens",6/26/2023,6/26/2023,true,"Admission 0 yen","3F Stripehouse bldg.\, 5-10-33 Roppongi\, Minato-ku\, Tokyo 106-0032"
"The Ancient Egyptian Museum Exhibition opens",6/24/2023,6/24/2023,true,"Admission Adults ¥220; University and High School Students ¥150; Junior High and Elementary School Students ¥70; Seniors 65 & Over residing in Iwaki City\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4-4 Donemachi\, Taira\, Iwaki-shi\, Fukushima 970-8026"
"Machida City Museum Collection Masterpieces of Glass opens",6/24/2023,6/24/2023,true,"Admission Adults ¥800\, Junior High School Students and Under free. yen","125-10 Notojima Kodamachi\, Nanao-shi\, Ishikawa 926-0211"
"Masaho Anotani 'Download 0'  opens",6/24/2023,6/24/2023,true,"Admission 0 yen","1-6-13 Tokiwa-cho\, Takamatsu-shi\, Kagawa 760-0054"
"Ancient Mirrors Exhibition opens",6/24/2023,6/24/2023,true,"Admission Adults ¥1100\, University and High School Students ¥800\, Junior High School Students and Under free. yen","3-9-25 Kaminoge\, Setagaya-ku\, Tokyo 158-8510"
"Koji Shiraya 'To Keep Moving\, You Must Keep Your Balance.' opens",6/24/2023,6/24/2023,true,"Admission 0 yen","1F Cohju Bldg.\, 557 Bishamon-cho\, Nakagyo-ku\, Kyoto-shi\, Kyoto 604-0981"
"Katsu Kikuchi Exhibition opens",6/24/2023,6/24/2023,true,"Admission null yen","1F Shin-Tokyo Bldg.\,  3-3-1 Marunouchi\, Chiyoda-ku\, Tokyo 100-0005"
"Shaun the Sheep TV Series 15th Anniversary Exhibition opens",6/24/2023,6/24/2023,true,"Admission Adults ¥200; University and High School Students ¥100; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","130-2 Oyaji\, Aza\, Yasuharamachi\, Koriyama-shi\, Fukushima 963-0666"
"Tonamino Four Artists Exhibition  opens",6/24/2023,6/24/2023,true,"Admission Adults ¥210; High School\, Junior High and Elementary School Students ¥100. Special Exhibition Fees may be charged separately. yen","145-1 Takando\, Tonami-shi\, Toyama 939-1383"
"Satobi and Miyabi opens",6/24/2023,6/24/2023,true,"Admission null yen","1-3-3 Nishiyawata\, Hiratsuka-shi\, Kanagawa 254-0073"
"Flowing Silently - A Thought-provoking Print Expression opens",6/24/2023,6/24/2023,true,"Admission Adults ¥260; University and High School Students ¥150; Junior High School Students and Under\, Seniors 65 & Over free. Special Exhibition Fees may be charged separately. yen","2 Midorigaoka\, Obihiro\, Hokkaido 080-0846"
"Humankind opens",6/24/2023,6/24/2023,true,"Admission 0 yen","3-5-22 Nagata\, Joto-ku\, Osaka-shi\, Osaka 536-0022"
"Shin Degawa 'I was a Plush Toy' opens",6/24/2023,6/24/2023,true,"Admission 0 yen","287 Saikachi-cho\, Kamigyo-ku\, Kyoto-shi\, Kyoto 602-8242"
"Buddhist Thought and Culture - From India to Japan - Special Exhibition: Once Upon a Time\, the Story of Buddha opens",6/24/2023,6/24/2023,true,"Admission Adults ¥550; Seniors 65 & Over ¥450; University Students ¥400; High School Students ¥300; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately.  yen","17 Maruya-cho\, Shimogyo-ku\, Kyoto-shi\, Kyoto 600-8399"
"Masaho Anotani 'Download 0' opens",6/24/2023,6/24/2023,true,"Admission 0 yen","2Fwest\, Watanabe Bldg.\, 9-9 Shioyamachi\, Takamatsu-shi\, Kagawa 760-0047"
"Yoshikazu Tanaka 'Left Overs' opens",6/23/2023,6/23/2023,true,"Admission 0 yen","1-11-4 Nagono\, Nishi-ku\, Nagoya-shi\, Aichi 451-0042"
"Marino Miura Exhibition opens",6/21/2023,6/21/2023,true,"Admission Adults ¥300\, University and High School Students ¥200\, Junior High and Elementary School Students ¥100\, Persons with Disability Certificates + 1 Companion free. yen","287-14 Mutsumi-cho\, Kanuma-shi\, Tochigi 322-0031"
"Kei Imai 'Like Talking About the Weather' opens",6/19/2023,6/19/2023,true,"Admission 0 yen","1F CUBE Nishiazabu\, 3-24-23 Nishiazabu\, Minato-ku\, Tokyo 106-0031"
"Japanese Modern Art and Ibaraki Artists - Summer opens",6/17/2023,6/17/2023,true,"Admission Adults ¥320\, University and High School Students ¥240\, Junior High and Elementary School Students ¥180\, Seniors 70 & Over ¥160. Special Exhibition Fees may be charged separately. yen","666-1 Higashi-Kubo\, Senba-cho\, Mito\, Ibaraki 310‐0851"
"Genichiro Inokuma Exhibition opens",6/17/2023,6/17/2023,true,"Admission Adults ¥300; University Students ¥200; High School Students and Under\, Under 18s\, Seniors 65 & Over residing in Marugame city\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","80-1 Hama-machi\, Marugame-shi\, Kagawa 763-0022"
"Wakaranai no Susume opens",6/17/2023,6/17/2023,true,"Admission Adults ¥320\, University and High School Students ¥240\, Junior High and Elementary School Students ¥180\, Seniors 70 & Over ¥160. Special Exhibition Fees may be charged separately. yen","666-1 Higashi-Kubo\, Senba-cho\, Mito\, Ibaraki 310‐0851"
"Busui Ajaw 'Mother / Amamata' opens",6/16/2023,6/16/2023,true,"Admission 0 yen","102\, 7-21-24 Roppongi\, Minato-ku\, Tokyo 106-0032"
"Keiji Ito and the Artists Who Studied with Him opens",6/16/2023,6/16/2023,true,"Admission Adults ¥800\, Students ¥600\, Elementary School Students and Under free. yen","2-27 Okudashinmachi\, Toyama-shi\, Toyama 930-0857"
"Dazaifu Tenmangu Collection opens",6/10/2023,6/10/2023,true,"Admission Adults ¥500\, University and High School Students ¥200\, Junior High and Elementary School Students ¥100 yen"," 4-7-1 Saifu\, Dazaifu-shi\, Fukuoka 818-0117"
"Cécile Andrieu 'In a Small 'Jewel case'' opens",6/10/2023,6/10/2023,true,"Admission 0 yen","#102 Satomicho-Apartment\, 8-42\, Satomi-cho\, Kanazawa-shi\, Ishikawa 920-0998"
"The Classics and the Contemporary by Hoshun Yamaguchi - Knowing the Technique\, Conveying the Culture opens",6/10/2023,6/10/2023,true,"Admission Adults ¥600; Persons with Disability Certificates + 1 Companion ¥500; High School Students and Under free. yen","2320 Isshiki\, Hayamamachi\, Miura-gun\, Kanagawa 240-0111"
"Pangrok Sulap 'Sama-Sama in Nagoyako' opens",6/10/2023,6/10/2023,true,"Admission 0 yen","1-13-10 Meiko\, Minato-ku\, Nagoya-shi\, Aichi 455-0037"
"Takuro Yoneda 'Monuments' opens",6/20/2023,6/20/2023,true,"Admission 0 yen","401\, 2-16-11 Shinjuku\, Shinjuku-ku\, Tokyo 160-0022"
"Susumu Koshimizu 'From Surface to Surface' opens",6/24/2023,6/24/2023,true,"Admission 0 yen","2F Senju Bldg.\, 4-8-7 Nishi Tenma\, Kita-ku\, Osaka-shi\, Osaka 530-0047"
"Proof of Xー Blockchain As A New Medium For Art opens",6/17/2023,6/17/2023,true,"Admission undefined yen","Roob1-B2F\, 28-13 Sarugaku-cho\, Shibuya-ku\, Tokyo 150-0033"
"Keith Boadwee 'You’re So Great and I Love You' opens",6/23/2023,6/23/2023,true,"Admission 0 yen","4-10 Nihombashi Yokoyamacho\, Chuo-ku\, Tokyo 103-0003"
"Nu Jazz Art Exhibition by Kei Nojima opens",6/17/2023,6/17/2023,true,"Admission 0 yen","45 Honenin-cho\, Shishigatani\, Sakyo-ku\, Kyoto-shi\, Kyoto 606-8421"
"Nukeme 'We'll Be Ruined' opens",6/17/2023,6/17/2023,true,"Admission 0 yen","3-14-2 Shimomeguro\, Meguro-Ku\, Tokyo 153–0064"
"Kazusa Matsuyama 'Colored Nostalgia' opens",6/10/2023,6/10/2023,true,"Admission 0 yen","2F Terrada Art Complex II\, 1-32-8 Higashi-Shinagawa\, Shinagawa-ku\, Tokyo 140-0002"
"Daigo's Exhibition opens",7/21/2023,7/21/2023,true,"Admission 0 yen","1F Maison de Ville Kanda Jinbocho\, 2-11-4 Kanda Jimbocho\, Chiyoda-ku\, Tokyo 101-0061"
"Jun Kaneko 'Exhibition. II' opens",6/17/2023,6/17/2023,true,"Admission 0 yen","1-11-2 Jiyugaoka\, Meguro-ku\, Tokyo 152-0035"
"Enrico Isamu Oyama 'Notes Rings Spirals' opens",6/17/2023,6/17/2023,true,"Admission 0 yen","2F 5-7-25 Minami-Aoyama\, Minato-ku\, Tokyo 107-0062"
"Selected Masterpieces of Saburosuke Okada  opens",6/1/2023,6/1/2023,true,"Admission null yen","1-15-23 Jonai\, Saga-shi\, Saga 840-0041"
"Rokudenashiko + Taisuke Morishita 'It's Not Here' opens",6/13/2023,6/13/2023,true,"Admission 0 yen","202\, 2-7-26 Kitaaoyama\, Minato-ku\, Tokyo 107-0061"
"In a Laboratory opens",6/10/2023,6/10/2023,true,"Admission 0 yen","3F Yebisu Bldg. Part2\, 2-5-24 Nishiki\, Naka-ku\, Nagoya-shi\, Aichi 460-0003"
"Art Osaka 2023 Galleries Section opens",7/29/2023,7/29/2023,true,"Admission null yen","1-1-27 Nakanoshima\, Kita-ku\, Osaka-shi\, Osaka 530-0005"
"TeamLab: Existence in an Infinite Continuity opens",7/22/2023,7/22/2023,true,"Admission Adults ¥210; University and High School Students ¥150; Junior High School Students and Under ¥100. Special Exhibition Fees may be charged separately. yen","68-25 Honmachi\, Himeji-shi\, Hyogo 670-0012"
"Nakamura Naond 'Monumental / Oriental' opens",7/15/2023,7/15/2023,true,"Admission null yen","2-4-36 Meguro\, Meguro-ku\, Tokyo 153-0063"
"Imamori Mitsuhiko 'Where the Water Smells'  opens",7/8/2023,7/8/2023,true,"Admission Adults ¥540; University and High School Students ¥340; Junior High School Students and Under\, Seniors 65 & Over residing in Shiga\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","1740-1 Setaminamiogayacho\, Otsu-shi\, Shiga 520-2122"
"Hisui Sugiura's Important Things - Unknown War Evacuation Materials opens",7/8/2023,7/8/2023,true,"Admission Adults ¥200\, University and High School Students ¥100\, Junior High School Students and Under free. Special Exhibition Fees may be charged separately. yen","2-30-1 Kuruwamachi\, Kawagoe-shi\, Saitama 350-0053"
"The Breeze Shines Through opens",6/21/2023,6/21/2023,true,"Admission 0 yen","4-26-35 Jingumae\, Shibuya-ku\, Tokyo 150-0001"
"Theo Jansen Exhibition opens",7/7/2023,7/7/2023,true,"Admission Adults ¥300\, University Students ¥200\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","1-5 Sodeshi-cho\, Matsue-shi\, Shimane 690-0049"
"Yumeji's 1920s: From the Earthquake to the Expression of the Modern Girl opens",7/1/2023,7/1/2023,true,"Admission Adults ¥1000\, University and High School Students ¥900\, Junior High and Elementary School Students ¥500. yen","2-4-2 Yayoi\, Bunkyo-ku\, Tokyo 113-0032"
"Setsuya Nakamura Exhibition – Apples are on the Table\, Fish are in the Water\, Houses are on the Ground opens",7/1/2023,7/1/2023,true,"Admission undefined yen","16-30 Higashi Honcho\, Ota-shi\, Gumma 373-0026"
"100th Anniversary of Albert Einstein's Nobel Prize opens",7/1/2023,7/1/2023,true,"Admission Adults ¥180; Seniors 70 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2-124 Higashimachi\, Tottori-shi\, Tottori 680-0011"
"Who Am I - Shingo Katori Art Japan Tour opens",7/1/2023,7/1/2023,true,"Admission Adults ¥200\, University and High School Students ¥150\, Junior High School Students and Under free. Special Exhibition Fees may be charged separately. yen","1-6 Ohori Koen\, Chuo-ku\, Fukuoka-shi\, Fukuoka 810-0051"
"Scenes of Famous Places on the Tokaido Road - Shogun’s Trip to Kyoto in Ukiyo-e Paintings opens",6/25/2023,6/25/2023,true,"Admission Adults ¥500\, University and High School Students ¥300\, Junior High School Students and under free. Special Exhibition Fees may be charged separately. yen","3-6-12 Uchida-cho\, Izumi-shi\, Osaka 594-1156"
"The Shin-Hanga - The Great Endeavor of Watanabe Shozaburo opens",6/24/2023,6/24/2023,true,"Admission null yen","657 Higashi Shiokojimachi\, Shimogyo-ku\, Kyoto-shi\, Kyoto 600-8555"
"Max Kong 'Putting Pieces Together' opens",6/29/2023,6/29/2023,true,"Admission 0 yen","1-4-48 Nakakaigan\, Chigasaki-shi\, Kanagawa 253-0055"
"Taki Tamada 'Cardboard Tales' opens",6/24/2023,6/24/2023,true,"Admission null yen","1-3-3 Nishiyawata\, Hiratsuka-shi\, Kanagawa 254-0073"
"Bologna illustrators Exhibition 2023 opens",6/24/2023,6/24/2023,true,"Admission null yen","5-34-27 Akatsuka\, Itabashi-ku\, Tokyo 175-0092"
"Kishio Suga 'Neither Things nor Sites' opens",6/24/2023,6/24/2023,true,"Admission 0 yen","2F Complex665\, 6-5-24 Roppongi\, Minato-ku\, Tokyo 106-0032"
"Describe Unseen Sounds opens",6/24/2023,6/24/2023,true,"Admission Adults ¥260; University and High School Students ¥150; Junior High School Students and Under\, Seniors 65 & Over free. Special Exhibition Fees may be charged separately. yen","2 Midorigaoka\, Obihiro\, Hokkaido 080-0846"
"Friends Talk About Sumio Kawakami's Works from the Magazine 'Kogei' opens",4/8/2023,4/8/2023,true,"Admission Adults ¥300\, University and High School Students ¥200\, Junior High and Elementary School Students ¥100\, Persons with Disability Certificates + 1 Companion free. yen","287-14 Mutsumi-cho\, Kanuma-shi\, Tochigi 322-0031"
